congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age,X,id
82,senate,C000774,Guy,,Cordon,,1890-04-24,OR,R,Yes,1951-01-03,60.7,NA,NA
82,senate,M000086,George,Wilson,Malone,,1890-08-07,NV,R,Yes,1951-01-03,60.4,NA,NA
82,senate,E000112,Allen,Joseph,Ellender,,1890-09-24,LA,D,Yes,1951-01-03,60.3,1287,2901
82,senate,M000771,Eugene,Donald,Millikin,,1891-02-12,CO,R,Yes,1951-01-03,59.9,NA,NA
82,senate,W000344,Kenneth,Spicer,Wherry,,1892-02-28,NE,R,Yes,1951-01-03,58.8,NA,NA
82,senate,D000456,Paul,Howard,Douglas,,1892-03-26,IL,D,Yes,1951-01-03,58.8,1250,2691
82,senate,H000975,Lester,Callaway,Hunt,,1892-07-08,WY,D,Yes,1951-01-03,58.5,NA,NA
82,senate,H000720,Spessard,Lindsey,Holland,,1892-07-10,FL,D,Yes,1951-01-03,58.5,1538,4520
82,senate,A000062,George,David,Aiken,,1892-08-20,VT,R,Yes,1951-01-03,58.4,893,52
82,senate,S000021,Leverett,,Saltonstall,,1892-09-01,MA,R,Yes,1951-01-03,58.3,2453,8185
82,senate,K000176,Harley,Martin,Kilgore,,1893-01-11,WV,D,Yes,1951-01-03,58,NA,NA
82,senate,C000154,Frank,,Carlson,,1893-01-23,KS,R,Yes,1951-01-03,57.9,1106,1510
82,senate,B000820,John,William,Bricker,,1893-09-06,OH,R,Yes,1951-01-03,57.3,NA,NA
82,senate,G000481,Dwight,Palmer,Griswold,,1893-11-27,NE,R,No,1951-01-03,57.1,NA,NA
82,senate,D000585,Henry,Clarence,Dworshak,,1894-08-29,ID,R,Yes,1951-01-03,56.3,1266,2803
82,senate,M000438,Ernest,William,McFarland,,1894-10-09,AZ,D,Yes,1951-01-03,56.2,NA,NA
82,senate,S000138,Andrew,Frank,Schoeppel,,1894-11-23,KS,R,Yes,1951-01-03,56.1,2101,8270
82,senate,H000598,Joseph,Lister,Hill,,1894-12-29,AL,D,Yes,1951-01-03,56,1522,4418
82,senate,C000317,Virgil,Munday,Chapman,,1895-03-15,KY,D,Yes,1951-01-03,55.8,NA,NA
82,senate,B001167,Prescott,Sheldon,Bush,,1895-05-15,CT,R,No,1951-01-03,55.6,1081,1329
82,senate,A000186,Clinton,Presba,Anderson,,1895-10-23,NM,D,Yes,1951-01-03,55.2,908,165
82,senate,D000360,Everett,McKinley,Dirksen,,1896-01-04,IL,R,No,1951-01-03,55,1237,2609
82,senate,I000050,Irving,McNeil,Ives,,1896-01-24,NY,R,Yes,1951-01-03,54.9,NA,NA
82,senate,M000332,John,Little,McClellan,,1896-02-25,AR,D,Yes,1951-01-03,54.9,1769,6151
82,senate,T000259,Edward,John,Thye,,1896-04-26,MN,R,Yes,1951-01-03,54.7,NA,NA
82,senate,H000559,Bourke,Blakemore,Hickenlooper,,1896-07-21,IA,R,Yes,1951-01-03,54.5,1515,4382
82,senate,K000144,Robert,Samuel,Kerr,,1896-09-11,OK,D,Yes,1951-01-03,54.3,1626,5213
82,senate,C000506,Earle,C,Clements,,1896-10-22,KY,D,Yes,1951-01-03,54.2,NA,NA
82,senate,O000032,Herbert,Romulus,O'Conor,,1896-11-17,MD,D,Yes,1951-01-03,54.1,NA,NA
82,senate,J000195,Olin,DeWitt Talmadge,Johnston,,1896-11-18,SC,D,Yes,1951-01-03,54.1,1593,5009
82,senate,C000221,Francis,Higbee,Case,,1896-12-09,SD,R,Yes,1951-01-03,54.1,1116,1570
82,senate,P000575,William,Arthur,Purtell,,1897-05-06,CT,R,No,1951-01-03,53.7,NA,NA
82,senate,C000128,Homer,Earl,Capehart,,1897-06-06,IN,R,Yes,1951-01-03,53.6,1101,1489
82,senate,B001180,John,Marshall,Butler,,1897-07-21,MD,R,No,1951-01-03,53.5,2398,1341
82,senate,R000536,Richard,Brevard,Russell,Jr.,1897-11-02,GA,D,Yes,1951-01-03,53.2,2065,8138
82,senate,Y000047,Milton,Ruben,Young,,1897-12-06,ND,R,Yes,1951-01-03,53.1,2356,10450
82,senate,S000590,Margaret,Chase,Smith,,1897-12-14,ME,R,Yes,1951-01-03,53.1,2153,8666
82,senate,U000015,Thomas,Rust,Underwood,,1898-03-03,KY,D,Yes,1951-01-03,52.8,NA,NA
82,senate,E000037,Zales,Nelson,Ecton,,1898-04-01,MT,R,Yes,1951-01-03,52.8,NA,NA
82,senate,H000495,Robert,Clymer,Hendrickson,,1898-08-12,NJ,R,Yes,1951-01-03,52.4,NA,NA
82,senate,B000823,Henry,Styles,Bridges,,1898-09-09,NH,R,Yes,1951-01-03,52.3,1038,1027
82,senate,B000384,Wallace,Foster,Bennett,,1898-11-13,UT,R,No,1951-01-03,52.1,984,645
82,senate,M000279,Burnet,Rhett,Maybank,,1899-03-07,SC,D,Yes,1951-01-03,51.8,NA,NA
82,senate,S000701,John,Jackson,Sparkman,,1899-12-20,AL,D,Yes,1951-01-03,51,2163,8764
82,senate,B000399,William,,Benton,,1900-04-01,CT,D,Yes,1951-01-03,50.8,NA,NA
82,senate,M001078,Karl,Earl,Mundt,,1900-06-03,SD,R,Yes,1951-01-03,50.6,1875,6796
82,senate,M001014,Wayne,Lyman,Morse,,1900-10-20,OR,R,Yes,1951-01-03,50.2,1863,6738
82,senate,S000852,John,Cornelius,Stennis,,1901-08-03,MS,D,Yes,1951-01-03,49.4,2187,8883
82,senate,C000758,John,Sherman,Cooper,,1901-08-23,KY,R,No,1951-01-03,49.4,2402,2052
82,senate,M000878,Arthur,Edson Blair,Moody,,1902-02-13,MI,D,No,1951-01-03,48.9,NA,NA
82,senate,M000859,Almer,Stillwell Mike,Monroney,,1902-03-02,OK,D,Yes,1951-01-03,48.8,1848,6597
82,senate,L000394,Henry,Cabot,Lodge,Jr.,1902-07-05,MA,R,Yes,1951-01-03,48.5,NA,NA
82,senate,F000356,Joseph,Allen,Frear,Jr.,1903-03-07,DE,D,Yes,1951-01-03,47.8,1367,3349
82,senate,H000502,Thomas,Carey,Hennings,Jr.,1903-06-25,MO,D,No,1951-01-03,47.5,1510,4328
82,senate,K000044,Carey,Estes,Kefauver,,1903-07-26,TN,D,Yes,1951-01-03,47.4,1617,5122
82,senate,M000559,Brien,,McMahon,,1903-10-06,CT,D,Yes,1951-01-03,47.2,NA,NA
82,senate,W000518,John,James,Williams,,1904-05-17,DE,R,Yes,1951-01-03,46.6,2465,10163
82,senate,E000018,James,Oliver,Eastland,,1904-11-28,MS,D,Yes,1951-01-03,46.1,1275,2822
82,senate,F000401,James,William,Fulbright,,1905-04-09,AR,D,Yes,1951-01-03,45.7,2412,3388
82,senate,M000053,Warren,Grant,Magnuson,,1905-04-12,WA,D,Yes,1951-01-03,45.7,1732,5913
82,senate,C000021,Harry,Pulliam,Cain,,1906-01-10,WA,R,Yes,1951-01-03,45,NA,NA
82,senate,W000269,Herman,,Welker,,1906-12-11,ID,R,No,1951-01-03,44.1,NA,NA
82,senate,P000100,John,Orlando,Pastore,,1907-03-17,RI,D,Yes,1951-01-03,43.8,1934,7229
82,senate,K000292,William,Fife,Knowland,,1908-06-26,CA,R,Yes,1951-01-03,42.5,NA,NA
82,senate,J000093,William,Ezra,Jenner,,1908-07-21,IN,R,Yes,1951-01-03,42.5,NA,NA
82,senate,J000160,Lyndon,Baines,Johnson,,1908-08-27,TX,D,Yes,1951-01-03,42.4,1590,4979
82,senate,M000315,Joseph,Raymond,McCarthy,,1908-11-14,WI,R,Yes,1951-01-03,42.1,NA,NA
82,senate,S000214,Frederick,Andrew,Seaton,,1909-12-11,NE,R,No,1951-01-03,41.1,NA,NA
82,senate,K000335,Thomas,Henry,Kuchel,,1910-08-15,CA,R,No,1951-01-03,40.4,1657,5372
82,senate,H000953,Hubert,Horatio,Humphrey,Jr.,1911-05-27,MN,I,Yes,1951-01-03,39.6,1561,4728
82,senate,N000116,Richard,Milhous,Nixon,,1913-01-09,CA,R,Yes,1951-01-03,38,1902,6939
82,senate,S000505,George,Armistead,Smathers,,1913-11-14,FL,D,Yes,1951-01-03,37.1,2145,8593
82,senate,P000460,Charles,Edward,Potter,,1916-10-30,MI,R,Yes,1951-01-03,34.2,NA,NA
82,senate,L000428,Russell,Billiu,Long,,1918-11-03,LA,D,Yes,1951-01-03,32.2,1704,5767
83,house,H000943,Merlin,,Hull,,1870-12-18,WI,R,Yes,1953-01-03,82,NA,NA
83,house,C000932,Robert,,Crosser,,1874-06-07,OH,D,Yes,1953-01-03,78.6,NA,NA
83,house,S000717,Brent,,Spence,,1874-12-24,KY,D,Yes,1953-01-03,78,2165,8778
83,house,A000257,Homer,Daniel,Angell,,1875-01-12,OR,R,Yes,1953-01-03,78,NA,NA
83,house,B000698,James,Bernard,Bowler,,1875-02-05,IL,D,No,1953-01-03,77.9,NA,NA
83,house,H000683,Clare,Eugene,Hoffman,,1875-09-10,MI,R,Yes,1953-01-03,77.3,1530,4487
83,house,R000113,Daniel,Alden,Reed,,1875-09-15,NY,R,Yes,1953-01-03,77.3,2004,7781
83,house,N000017,William,Elmer,Neal,,1875-10-14,WV,R,No,1953-01-03,77.2,NA,NA
83,house,O000016,Thomas,Joseph,O'Brien,,1878-04-30,IL,D,Yes,1953-01-03,74.7,1911,7004
83,house,B001079,Usher,Lloyd,Burdick,,1879-02-21,ND,R,Yes,1953-01-03,73.9,NA,NA
83,house,M000729,Howard,Shultz,Miller,,1879-02-27,KS,D,No,1953-01-03,73.8,NA,NA
83,house,C000117,Clarence,Andrew,Cannon,,1879-04-11,MO,D,Yes,1953-01-03,73.7,1099,1479
83,house,D000228,John,Joseph,Dempsey,,1879-06-22,NM,D,Yes,1953-01-03,73.5,NA,NA
83,house,B000940,Paul,,Brown,,1880-03-31,GA,D,Yes,1953-01-03,72.8,1052,1130
83,house,T000001,John,,Taber,,1880-05-05,NY,R,Yes,1953-01-03,72.7,2214,9144
83,house,G000360,Louis,Edward,Graham,,1880-08-04,PA,R,Yes,1953-01-03,72.4,NA,NA
83,house,W000683,Charles,Anderson,Wolverton,,1880-10-24,NJ,R,Yes,1953-01-03,72.2,NA,NA
83,house,J000088,Thomas,Albert,Jenkins,,1880-10-28,OH,R,Yes,1953-01-03,72.2,NA,NA
83,house,G000297,Angier,Louis,Goodwin,,1881-01-30,MA,R,Yes,1953-01-03,71.9,NA,NA
83,house,V000125,Charles,Wesley,Vursell,,1881-02-08,IL,R,Yes,1953-01-03,71.9,NA,NA
83,house,R000392,Edith,Nourse,Rogers,,1881-03-19,MA,R,Yes,1953-01-03,71.8,2039,8024
83,house,R000082,Samuel,Taliaferro,Rayburn,,1882-01-06,TX,D,Yes,1953-01-03,71,1999,7753
83,house,O000053,Barratt,,O'Hara,,1882-04-28,IL,D,No,1953-01-03,70.7,1912,7041
83,house,M000224,Noah,Morgan,Mason,,1882-07-19,IL,R,Yes,1953-01-03,70.5,1753,6061
83,house,S000554,Howard,Worth,Smith,,1883-02-02,VA,D,Yes,1953-01-03,69.9,2458,8636
83,house,K000058,Augustine,Bernard,Kelley,,1883-07-09,PA,D,Yes,1953-01-03,69.5,NA,NA
83,house,L000416,George,Shannon,Long,,1883-09-11,LA,D,No,1953-01-03,69.3,NA,NA
83,house,V000105,Carl,,Vinson,,1883-11-18,GA,D,Yes,1953-01-03,69.1,2276,9677
83,house,D000411,George,Anthony,Dondero,,1883-12-16,MI,R,Yes,1953-01-03,69,NA,NA
83,house,G000541,Ralph,Waldo,Gwinn,,1884-03-29,NY,R,Yes,1953-01-03,68.8,NA,NA
83,house,W000658,Garrett,Lee,Withers,,1884-06-21,KY,D,Yes,1953-01-03,68.5,NA,NA
83,house,W000549,William,Robert,Williams,,1884-08-11,NY,R,Yes,1953-01-03,68.4,NA,NA
83,house,M000191,Joseph,William,Martin,Jr.,1884-11-03,MA,R,Yes,1953-01-03,68.2,2435,6033
83,house,S000335,Harry,Richard,Sheppard,,1885-01-10,CA,D,Yes,1953-01-03,68,2123,8444
83,house,A000227,James,Coats,Auchincloss,,1885-01-19,NJ,R,Yes,1953-01-03,68,931,291
83,house,B000725,Frank,William,Boykin,,1885-02-21,AL,D,Yes,1953-01-03,67.9,1028,937
83,house,B000607,Frances,Payne,Bolton,,1885-03-29,OH,R,Yes,1953-01-03,67.8,1013,837
83,house,G000031,Ralph,Abernethy,Gamble,,1885-05-06,NY,R,Yes,1953-01-03,67.7,NA,NA
83,house,J000045,Benjamin,Franklin,James,,1885-08-01,PA,R,Yes,1953-01-03,67.4,NA,NA
83,house,C000515,Cliff,,Clevenger,,1885-08-20,OH,R,Yes,1953-01-03,67.4,NA,NA
83,house,J000207,Edgar,Allan,Jonas,,1885-10-14,IL,R,Yes,1953-01-03,67.2,NA,NA
83,house,M000609,William,Estus,McVey,,1885-12-13,IL,R,Yes,1953-01-03,67.1,NA,NA
83,house,H000613,William,Silas,Hill,,1886-01-20,CO,R,Yes,1953-01-03,67,NA,NA
83,house,D000158,William,Levi,Dawson,,1886-04-26,IL,D,Yes,1953-01-03,66.7,2405,2433
83,house,R000132,Edward,Herbert,Rees,,1886-06-03,KS,R,Yes,1953-01-03,66.6,2005,7799
83,house,B000035,Cleveland,Monroe,Bailey,,1886-07-15,WV,D,Yes,1953-01-03,66.5,939,339
83,house,R000391,Dwight,Laing,Rogers,,1886-08-17,FL,D,Yes,1953-01-03,66.4,NA,NA
83,house,R000077,John,Henry,Ray,,1886-09-27,NY,R,No,1953-01-03,66.3,1997,7749
83,house,K000244,Michael,Joseph,Kirwan,,1886-12-02,OH,D,Yes,1953-01-03,66.1,1637,5301
83,house,R000001,Louis,Charles,Rabaut,,1886-12-05,MI,D,Yes,1953-01-03,66.1,1989,7682
83,house,L000157,Karl,Miles,Le Compte,,1887-05-25,IA,R,Yes,1953-01-03,65.6,NA,NA
83,house,D000481,Clyde,Gilman,Doyle,,1887-07-11,CA,D,Yes,1953-01-03,65.5,1256,2713
83,house,P000309,John,,Phillips,,1887-09-11,CA,R,Yes,1953-01-03,65.3,NA,NA
83,house,T000216,Ruth,,Thompson,,1887-09-15,MI,R,Yes,1953-01-03,65.3,NA,NA
83,house,W000446,Roy,William,Wier,,1888-02-25,MN,D,Yes,1953-01-03,64.9,2323,10092
83,house,J000157,Justin,Leroy,Johnson,,1888-04-08,CA,R,Yes,1953-01-03,64.7,NA,NA
83,house,C000264,Emanuel,,Celler,,1888-05-06,NY,D,Yes,1953-01-03,64.7,1120,1611
83,house,N000097,Donald,William,Nicholson,,1888-08-11,MA,R,Yes,1953-01-03,64.4,NA,NA
83,house,S000819,Simon,Walter,Stauffer,,1888-08-13,PA,R,No,1953-01-03,64.4,NA,NA
83,house,L000077,Henderson,Lovelace,Lanham,,1888-09-14,GA,D,Yes,1953-01-03,64.3,NA,NA
83,house,S000198,Hubert,Baxter,Scudder,,1888-11-05,CA,R,Yes,1953-01-03,64.2,NA,NA
83,house,H000568,Edgar,Willard,Hiestand,,1888-12-03,CA,R,No,1953-01-03,64.1,1519,4388
83,house,K000030,Bernard,William,Kearney,,1889-05-23,NY,R,Yes,1953-01-03,63.6,NA,NA
83,house,F000075,Ivor,David,Fenton,,1889-08-03,PA,R,Yes,1953-01-03,63.4,1325,3105
83,house,D000281,Wesley,Abner,D'Ewart,,1889-10-01,MT,R,Yes,1953-01-03,63.3,NA,NA
83,house,H000036,Robert,,Hale,,1889-11-29,ME,R,Yes,1953-01-03,63.1,NA,NA
83,house,R000108,Brazilla,Carroll,Reece,,1889-12-22,TN,R,Yes,1953-01-03,63,2002,7777
83,house,C000645,William,Meyers,Colmer,,1890-02-11,MS,D,Yes,1953-01-03,62.9,1160,1952
83,house,R000111,Chauncey,William,Reed,,1890-06-02,IL,R,Yes,1953-01-03,62.6,NA,NA
83,house,C000993,Paul,Harvey,Cunningham,,1890-06-15,IA,R,Yes,1953-01-03,62.6,NA,NA
83,house,B001024,Charles,Anthony,Buckley,,1890-06-23,NY,D,Yes,1953-01-03,62.5,1058,1205
83,house,F000353,James,Beriah,Frazier,Jr.,1890-06-23,TN,D,Yes,1953-01-03,62.5,2411,3346
83,house,B000486,Cecil,William,Bishop,,1890-06-29,IL,R,Yes,1953-01-03,62.5,NA,NA
83,house,S000797,Thomas,Bahnson,Stanley,,1890-07-16,VA,D,Yes,1953-01-03,62.5,NA,NA
83,house,R000329,Edward,John,Robeson,Jr.,1890-08-09,VA,D,Yes,1953-01-03,62.4,NA,NA
83,house,K000332,Otto,,Krueger,,1890-09-07,ND,R,No,1953-01-03,62.3,NA,NA
83,house,A000239,August,Herman,Andresen,,1890-10-11,MN,R,Yes,1953-01-03,62.2,NA,NA
83,house,M001077,Walter,Mann,Mumma,,1890-11-20,PA,R,Yes,1953-01-03,62.1,1874,6795
83,house,M000727,George,Paul,Miller,,1891-01-15,CA,D,Yes,1953-01-03,62,2438,6483
83,house,W000450,Richard,Bowditch,Wigglesworth,,1891-04-25,MA,R,Yes,1953-01-03,61.7,NA,NA
83,house,B000621,Herbert,Covington,Bonner,,1891-05-16,NC,D,Yes,1953-01-03,61.6,1017,846
83,house,M000021,Russell,Vernon,Mack,,1891-06-13,WA,R,Yes,1953-01-03,61.6,1725,5885
83,house,W000252,Alvin,F.,Weichel,,1891-09-11,OH,R,Yes,1953-01-03,61.3,NA,NA
83,house,G000258,James,Stephen,Golden,,1891-09-20,KY,R,Yes,1953-01-03,61.3,NA,NA
83,house,M000364,John,William,McCormack,,1891-12-21,MA,D,Yes,1953-01-03,61,1775,6177
83,house,T000028,Henry,Oscar,Talle,,1892-01-12,IA,R,Yes,1953-01-03,61,NA,NA
83,house,M000039,Ray,John,Madden,,1892-02-25,IN,D,Yes,1953-01-03,60.9,1729,5900
83,house,G000091,Julian,Vaughan,Gary,,1892-02-25,VA,D,Yes,1953-01-03,60.9,1390,3499
83,house,E000029,Herman,Peter,Eberharter,,1892-04-29,PA,D,Yes,1953-01-03,60.7,NA,NA
83,house,M000715,Arthur,Lewis,Miller,,1892-05-24,NE,R,Yes,1953-01-03,60.6,NA,NA
83,house,C000416,Kit,Francis,Clardy,,1892-06-17,MI,R,No,1953-01-03,60.5,NA,NA
83,house,C000070,Albert,Sidney,Camp,,1892-07-26,GA,D,Yes,1953-01-03,60.4,NA,NA
83,house,D000571,Carl,Thomas,Durham,,1892-08-28,NC,D,Yes,1953-01-03,60.3,1263,2791
83,house,C000389,Marguerite,Stitt,Church,,1892-09-13,IL,R,Yes,1953-01-03,60.3,1136,1722
83,house,S000585,Lawrence,Henry,Smith,,1892-09-15,WI,R,Yes,1953-01-03,60.3,NA,NA
83,house,W000663,Gardner,Robert,Withrow,,1892-10-05,WI,R,Yes,1953-01-03,60.2,2336,10299
83,house,S000640,Wint,,Smith,,1892-10-07,KS,R,Yes,1953-01-03,60.2,2158,8709
83,house,J000100,Benton,Franklin,Jensen,,1892-12-16,IA,R,Yes,1953-01-03,60,1582,4928
83,house,M000199,Thomas,Ellsworth,Martin,,1893-01-18,IA,R,Yes,1953-01-03,60,1751,6039
83,house,B000999,Joseph,Raleigh,Bryson,,1893-01-18,SC,D,Yes,1953-01-03,60,NA,NA
83,house,G000102,Leon,Harry,Gavin,,1893-02-25,PA,R,Yes,1953-01-03,59.9,1392,3510
83,house,W000668,Jesse,Paine,Wolcott,,1893-03-03,MI,R,Yes,1953-01-03,59.8,NA,NA
83,house,R000140,Kenneth,Mills,Regan,,1893-03-06,TX,D,Yes,1953-01-03,59.8,NA,NA
83,house,H000284,Edward,Joseph,Hart,,1893-03-25,NJ,D,Yes,1953-01-03,59.8,NA,NA
83,house,Y000060,Jesse,Arthur,Younger,,1893-04-11,CA,R,No,1953-01-03,59.7,2360,10461
83,house,K000170,Clarence,Evans,Kilburn,,1893-04-13,NY,R,Yes,1953-01-03,59.7,1629,5235
83,house,S000277,Paul,Werntz,Shafer,,1893-04-27,MI,R,Yes,1953-01-03,59.7,NA,NA
83,house,B001165,Alvin,Ray,Bush,,1893-06-04,PA,R,Yes,1953-01-03,59.6,1079,1328
83,house,H000768,Clifford,Ragsdale,Hope,,1893-06-09,KS,R,Yes,1953-01-03,59.6,NA,NA
83,house,B000909,Clarence,J.,Brown,,1893-07-14,OH,R,Yes,1953-01-03,59.5,1050,1104
83,house,C000755,Jere,,Cooper,,1893-07-20,TN,D,Yes,1953-01-03,59.5,NA,NA
83,house,P000103,John,William Wright,Patman,,1893-08-06,TX,D,Yes,1953-01-03,59.4,1935,7232
83,house,C001011,Laurence,,Curtis,,1893-09-03,MA,R,No,1953-01-03,59.3,1198,2272
83,house,K000029,Robert,Winthrop,Kean,,1893-09-28,NJ,R,Yes,1953-01-03,59.3,NA,NA
83,house,G000316,Thomas,Sylvy,Gordon,,1893-12-17,IL,D,Yes,1953-01-03,59,NA,NA
83,house,H000689,Richard,William,Hoffman,,1893-12-23,IL,R,Yes,1953-01-03,59,NA,NA
83,house,D000354,John,David,Dingell,,1894-02-02,MI,D,Yes,1953-01-03,58.9,2580,2604
83,house,T000373,James,William,Trimble,,1894-02-03,AR,D,Yes,1953-01-03,58.9,2252,9473
83,house,W000108,Francis,Eugene,Walter,,1894-05-26,PA,D,Yes,1953-01-03,58.6,2292,9791
83,house,S000764,Katharine,Price Collier,St. George,,1894-07-12,NY,R,Yes,1953-01-03,58.5,2168,8177
83,house,H000640,John,Carl Williams,Hinshaw,,1894-07-28,CA,R,Yes,1953-01-03,58.4,NA,NA
83,house,M001114,Thomas,Jefferson,Murray,,1894-08-01,TN,D,Yes,1953-01-03,58.4,1881,6826
83,house,D000403,James,Isaac,Dolliver,,1894-08-31,IA,R,Yes,1953-01-03,58.3,NA,NA
83,house,R000214,James,Prioleau,Richards,,1894-08-31,SC,D,Yes,1953-01-03,58.3,NA,NA
83,house,S000437,Sidney,Elmer,Simpson,,1894-09-20,IL,R,Yes,1953-01-03,58.3,NA,NA
83,house,H000182,Cecil,Murray,Harden,,1894-11-21,IN,R,Yes,1953-01-03,58.1,NA,NA
83,house,M000414,Gordon,Leo,McDonough,,1895-01-02,CA,R,Yes,1953-01-03,58,1782,6220
83,house,O000056,Joseph,Patrick,O'Hara,,1895-01-23,MN,R,Yes,1953-01-03,57.9,NA,NA
83,house,M000724,Edward,Tylor,Miller,,1895-02-01,MD,R,Yes,1953-01-03,57.9,NA,NA
83,house,R000260,John,Jacob,Riley,,1895-02-01,SC,D,Yes,1953-01-03,57.9,2023,7908
83,house,B001161,Fred,Ernst,Busbey,,1895-02-08,IL,R,Yes,1953-01-03,57.9,NA,NA
83,house,H000678,Charles,Bernard,Hoeven,,1895-03-30,IA,R,Yes,1953-01-03,57.8,1529,4482
83,house,C000080,Courtney,Warren,Campbell,,1895-04-29,FL,D,No,1953-01-03,57.7,NA,NA
83,house,D000109,James,Curran,Davis,,1895-05-17,GA,D,Yes,1953-01-03,57.6,1214,2389
83,house,F000255,Aime,Joseph,Forand,,1895-05-23,RI,D,Yes,1953-01-03,57.6,1352,3264
83,house,K000040,Maude,Elizabeth,Kee,,1895-06-07,WV,D,Yes,1953-01-03,57.6,1616,5118
83,house,P000475,C.,Norris,Poulson,,1895-07-23,CA,R,Yes,1953-01-03,57.4,NA,NA
83,house,G000369,William,Thomas,Granahan,,1895-07-26,PA,D,Yes,1953-01-03,57.4,NA,NA
83,house,S000390,George,Adams,Shuford,,1895-09-05,NC,D,No,1953-01-03,57.3,NA,NA
83,house,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,R,Yes,1953-01-03,57.3,922,226
83,house,K000273,John,Carl,Kluczynski,,1896-02-15,IL,D,Yes,1953-01-03,56.9,1641,5326
83,house,G000124,Brady,Preston,Gentry,,1896-03-25,TX,D,No,1953-01-03,56.8,NA,NA
83,house,A000225,Wayne,Norviel,Aspinall,,1896-04-03,CO,D,Yes,1953-01-03,56.8,928,275
83,house,V000119,John,Martin,Vorys,,1896-06-16,OH,R,Yes,1953-01-03,56.5,NA,NA
83,house,O000121,Harold,Charles,Ostertag,,1896-06-22,NY,R,Yes,1953-01-03,56.5,1924,7102
83,house,S000499,Frank,,Small,Jr.,1896-07-15,MD,R,No,1953-01-03,56.5,NA,NA
83,house,T000198,Clark,Wallace,Thompson,,1896-08-06,TX,D,Yes,1953-01-03,56.4,2231,9320
83,house,H000278,William,Henry,Harrison,,1896-08-10,WY,R,Yes,1953-01-03,56.4,2413,4139
83,house,B000178,William,Aloysius,Barrett,,1896-08-14,PA,D,Yes,1953-01-03,56.4,954,465
83,house,F000283,Elijah,Lewis,Forrester,,1896-08-16,GA,D,Yes,1953-01-03,56.4,1357,3286
83,house,C000336,Richard,Thurmond,Chatham,,1896-08-16,NC,D,Yes,1953-01-03,56.4,NA,NA
83,house,N000137,William,Frank,Norrell,,1896-08-29,AR,D,Yes,1953-01-03,56.3,1906,6958
83,house,B000139,Graham,Arthur,Barden,,1896-09-25,NC,D,Yes,1953-01-03,56.3,948,431
83,house,T000395,William,Munford,Tuck,,1896-09-28,VA,D,No,1953-01-03,56.3,2254,9494
83,house,M000460,J.,Harry,McGregor,,1896-09-30,OH,R,Yes,1953-01-03,56.3,NA,NA
83,house,P000408,James,Gould,Polk,,1896-10-06,OH,D,Yes,1953-01-03,56.2,1966,7506
83,house,B000276,John,Valentine,Beamer,,1896-11-17,IN,R,Yes,1953-01-03,56.1,NA,NA
83,house,C000162,Albert,Sidney Johnson,Carnahan,,1897-01-09,MO,D,Yes,1953-01-03,56,1108,1517
83,house,R000100,Henry,Frazier,Reams,,1897-01-15,OH,I,Yes,1953-01-03,56,NA,NA
83,house,H000275,Robert,Dinsmore,Harrison,,1897-01-26,NE,R,Yes,1953-01-03,55.9,NA,NA
83,house,K000208,Karl,Clarence,King,,1897-01-26,PA,R,Yes,1953-01-03,55.9,NA,NA
83,house,A000179,Herman,Carl,Andersen,,1897-01-27,MN,R,Yes,1953-01-03,55.9,907,158
83,house,C000156,Frank,Ertel,Carlyle,,1897-04-07,NC,D,Yes,1953-01-03,55.7,NA,NA
83,house,C000905,Albert,William,Cretella,,1897-04-22,CT,R,No,1953-01-03,55.7,NA,NA
83,house,G000381,George,McInvale,Grant,,1897-07-11,AL,D,Yes,1953-01-03,55.5,1414,3754
83,house,C000736,Harold,Dunbar,Cooley,,1897-07-26,NC,D,Yes,1953-01-03,55.4,1168,2032
83,house,C000346,John,Edgar,Chenoweth,,1897-08-17,CO,R,Yes,1953-01-03,55.4,1129,1684
83,house,C000614,William,Clay,Cole,,1897-08-29,MO,R,No,1953-01-03,55.3,NA,NA
83,house,G000447,Noble,Jones,Gregory,,1897-08-30,KY,D,Yes,1953-01-03,55.3,NA,NA
83,house,F000034,Joseph,Rider,Farrington,,1897-10-15,HI,R,Yes,1953-01-03,55.2,NA,NA
83,house,D000094,Clifford,,Davis,,1897-11-18,TN,D,Yes,1953-01-03,55.1,1211,2376
83,house,B000884,Overton,,Brooks,,1897-12-21,LA,D,Yes,1953-01-03,55,1046,1081
83,house,K000196,Cecil,Rhodes,King,,1898-01-13,CA,D,Yes,1953-01-03,55,1635,5255
83,house,H000550,William,Emil,Hess,,1898-02-13,OH,R,Yes,1953-01-03,54.9,1514,4373
83,house,R000187,George,Milton,Rhodes,,1898-02-24,PA,D,Yes,1953-01-03,54.9,2014,7844
83,house,S000194,Errett,Power,Scrivner,,1898-03-20,KS,R,Yes,1953-01-03,54.8,NA,NA
83,house,S000377,Dewey,Jackson,Short,,1898-04-07,MO,R,Yes,1953-01-03,54.7,NA,NA
83,house,M000568,John,Lanneau,McMillan,,1898-04-12,SC,D,Yes,1953-01-03,54.7,2436,6353
83,house,T000156,Albert,,Thomas,,1898-04-12,TX,D,Yes,1953-01-03,54.7,2228,9284
83,house,C000113,Gordon,,Canfield,,1898-04-15,NJ,R,Yes,1953-01-03,54.7,1098,1476
